Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
6/27/2015,75.94517517,46.59095383,72.97670746,19.6056633,74.20366669,53.23843765,47.76626968,41.08557892,39.61538315
6/28/2015,75.94517517,46.59095383,72.97670746,19.6056633,74.20366669,53.23843765,47.76626968,41.08557892,39.61538315
6/29/2015,74.22933197,45.86943436,71.59544373,19.13304901,72.38739014,52.2330246,46.65407562,40.21059418,39.40682983
6/30/2015,74.56079865,45.79246902,72.09423065,19.20394135,72.64128113,52.26202774,46.79914474,40.24947739,39.30255127
7/1/2015,75.40897369,46.37930679,71.17338562,19.49538803,73.42247009,52.5230484,47.06027222,40.52170181,39.53954315
7/2/2015,75.26273346,46.34082413,71.4899292,19.408741,73.08070374,52.42637634,46.91519928,40.58003235,40.03248596
7/3/2015,75.26273346,46.34082413,71.4899292,19.408741,73.08070374,52.42637634,46.91519928,40.58003235,40.03248596
7/4/2015,75.26273346,46.34082413,71.4899292,19.408741,73.08070374,52.42637634,46.91519928,40.58003235,40.03248596
7/5/2015,75.26273346,46.34082413,71.4899292,19.408741,73.08070374,52.42637634,46.91519928,40.58003235,40.03248596
7/6/2015,75.11649323,46.30234146,70.54989624,19.32997131,73.05140686,52.22336197,46.52835083,40.41475677,40.19363785
7/7/2015,75.76969147,47.25475311,71.19257355,19.36935616,73.40294647,52.6487236,46.37361145,40.47308731,41.18899918
7/8/2015,74.326828,46.72563553,69.75376129,19.03064919,72.1432724,51.70132065,45.35812759,39.81198883,40.97096634
7/9/2015,74.63879395,46.76411819,70.10866547,19.1803112,72.53386688,51.82699585,45.49352646,39.65643311,40.51594543
7/10/2015,75.72093964,47.3124733,70.49234772,19.408741,73.51036072,52.36837006,46.13183212,40.28836823,40.73397446
7/11/2015,75.72093964,47.3124733,70.49234772,19.408741,73.51036072,52.36837006,46.13183212,40.28836823,40.73397446
7/12/2015,75.72093964,47.3124733,70.49234772,19.408741,73.51036072,52.36837006,46.13183212,40.28836823,40.73397446
